,movie_index,code,mbti,title,subtitle,link,image,pubDate,director,actors,rating
81,22,53307,ESFP ESFJ ESTP ENFP ENTJ ISTJ INTJ ,인 디 에어,Up In The Air,https://movie.naver.com/movie/bi/mi/basic.nhn?code=53307,https://ssl.pstatic.net/imgmovie/mdi/mit110/0533/53307_P22_170804.jpg,2009,제이슨 라이트맨,"['조지 클루니', '베라 파미가', '안나 켄드릭']",8.41
82,22,47425,ESFP ESFJ ESTP ENFP ENTJ ISTJ INTJ ,드림업,Dream Up,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47425,https://ssl.pstatic.net/imgmovie/mdi/mit110/0474/47425_P00_123731.jpg,2009,토드 그라프,"['앨리슨 미칼카', '바네사 허진스', '갤란 코넬', '리사 쿠드로']",8.38
83,22,53656,ESFP ESFJ ESTP ENFP ENTJ ISTJ INTJ ,반드시 크게 들을 것,Turn It Up To 11,https://movie.naver.com/movie/bi/mi/basic.nhn?code=53656,https://ssl.pstatic.net/imgmovie/mdi/mit110/0536/53656_P23_092236.jpg,2009,백승화,"['갤럭시 익스프레스', '이주현', '박종현', '김희권', '타바코쥬스', '권기욱', '권영욱', '조 파니', '성호림', '백승화', '이규영']",8.59
84,22,52347,ESFP ESFJ ESTP ENFP ENTJ ISTJ INTJ ,파이어드 업!,Fired Up!,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52347,https://ssl.pstatic.net/imgmovie/mdi/mit110/0523/52347_P23_115258.jpg,2009,윌 글럭,"['니콜라스 디아고스토', '에릭 크리스찬 올슨', '사라 로머', '몰리 심스']",6.64
86,22,85629,ESFP ESFJ ESTP ENFP ENTJ ISTJ INTJ ,후킹 업,Hooking Up,https://movie.naver.com/movie/bi/mi/basic.nhn?code=85629,https://ssl.pstatic.net/imgmovie/mdi/mit110/0856/85629_P01_222632.jpg,2009,빈센트 스코디아,"['코리 펠드만', '브라이언 오할로런', '브론슨 핀초트']",8.2
87,22,80531,ESFP ESFJ ESTP ENFP ENTJ ISTJ INTJ ,웨이크 업 시드,Wake Up Sid,https://movie.naver.com/movie/bi/mi/basic.nhn?code=80531,https://ssl.pstatic.net/imgmovie/mdi/mit110/0805/80531_P01_171910.jpg,2009,아얀 무케르지,"['란비르 카푸르', '콘코나 센 샤르마']",8.5
88,22,53792,ESFP ESFJ ESTP ENFP ENTJ ISTJ INTJ ,왓 고즈 업,What Goes Up,https://movie.naver.com/movie/bi/mi/basic.nhn?code=53792,https://ssl.pstatic.net/imgmovie/mdi/mit110/0537/E3792-01.jpg,2009,조나단 글래처,"['스티브 쿠건', '힐러리 더프']",8.75
91,23,47531,ESFP ESFJ ESTP ESTJ ENFJ ENTP ENTJ ISFP ISFJ ISTP ISTJ INFP INFJ INTJ ,라스트 갓파더,The Last Godfather,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47531,https://ssl.pstatic.net/imgmovie/mdi/mit110/0475/47531_P19_104020.jpg,2010,심형래,"['심형래', '하비 케이틀', '마이클 리스폴리', '제이슨 미웨스', '조셀린 도나휴']",6.24
93,23,19325,ESFP ESFJ ESTP ESTJ ENFJ ENTP ENTJ ISFP ISFJ ISTP ISTJ INFP INFJ INTJ ,대부 일대기,The Godfather Trilogy: ****-****,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19325,https://ssl.pstatic.net/imgmovie/mdi/mit110/0193/A9325-00.jpg,1992,프란시스 포드 코폴라,['말론 브란도'],9.74
94,23,10561,ESFP ESFJ ESTP ESTJ ENFJ ENTP ENTJ ISFP ISFJ ISTP ISTJ INFP INFJ INTJ ,대부 3,Mario Puzo's The Godfather Part III,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10561,https://ssl.pstatic.net/imgmovie/mdi/mit110/0105/A0561-00.jpg,1990,프란시스 포드 코폴라,"['알 파치노', '다이안 키튼', '탈리아 샤이어', '앤디 가르시아']",9.21
96,23,10441,ESFP ESFJ ESTP ESTJ ENFJ ENTP ENTJ ISFP ISFJ ISTP ISTJ INFP INFJ INTJ ,성룡의 미라클,Miracle,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10441,https://ssl.pstatic.net/imgmovie/mdi/mit110/0104/10441_P01_142452.jpg,1989,성룡,['성룡'],8.83
97,23,10072,ESFP ESFJ ESTP ESTJ ENFJ ENTP ENTJ ISFP ISFJ ISTP ISTJ INFP INFJ INTJ ,대부 2,Mario Puzo's The Godfather Part II,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10072,https://ssl.pstatic.net/imgmovie/mdi/mit110/0100/10072_P43_140515.jpg,1974,프란시스 포드 코폴라,"['알 파치노', '로버트 듀발', '다이안 키튼', '로버트 드 니로']",9.21
100,25,130850,ESFP ESFJ ESTJ ENFJ ENTP ENTJ ISFP ISFJ ISTP INTJ ,주토피아,Zootopia,https://movie.naver.com/movie/bi/mi/basic.nhn?code=130850,https://ssl.pstatic.net/imgmovie/mdi/mit110/1308/130850_P23_141447.jpg,2016,바이론 하워드,"['지니퍼 굿윈', '제이슨 베이트먼', '샤키라', '알란 터딕', '이드리스 엘바', 'J.K. 시몬스']",9.36
101,26,87305,ESFP ESFJ ESTJ ENFP ENTP ISFP ISFJ ISTJ ,몬스터 호텔,Hotel Transylvania,https://movie.naver.com/movie/bi/mi/basic.nhn?code=87305,https://ssl.pstatic.net/imgmovie/mdi/mit110/0873/87305_P38_110050.jpg,2012,젠디 타타코브스키,"['아담 샌들러', '스티브 부세미', '프란 드레셔', '앤디 샘버그']",8.23
102,27,17062,ESFP ISFJ INFJ INTP ,세븐,Seven,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17062,https://ssl.pstatic.net/imgmovie/mdi/mit110/0170/17062_P31_103950.jpg,1995,데이빗 핀처,"['브래드 피트', '모건 프리먼']",8.66
103,29,97631,ESFP ESTP ESTJ ENFP ENTP ENTJ ISFP ISFJ ISTP ISTJ INTP INTJ ,맨 인 블랙: 인터내셔널,Men in Black: International,https://movie.naver.com/movie/bi/mi/basic.nhn?code=97631,https://ssl.pstatic.net/imgmovie/mdi/mit110/0976/97631_P49_094859.jpg,2019,F. 게리 그레이,"['크리스 헴스워스', '테사 톰슨']",5.1
105,29,75173,ESFP ESTP ESTJ ENFP ENTP ENTJ ISFP ISFJ ISTP ISTJ INTP INTJ ,맨 인 블랙 3,Men In Black 3,https://movie.naver.com/movie/bi/mi/basic.nhn?code=75173,https://ssl.pstatic.net/imgmovie/mdi/mit110/0751/75173_P00_182155.jpg,2012,배리 소넨펠드,"['윌 스미스', '토미 리 존스', '조슈 브롤린']",8.19
107,29,40238,ESFP ESTP ESTJ ENFP ENTP ENTJ ISFP ISFJ ISTP ISTJ INTP INTJ ,대장부,大丈夫: Men Suddenly In Black,https://movie.naver.com/movie/bi/mi/basic.nhn?code=40238,https://ssl.pstatic.net/imgmovie/mdi/mit110/0402/40238_P00_232035.jpg,2003,펑하오샹,"['증지위', '진소춘', '두문택']",9.67
108,29,32580,ESFP ESTP ESTJ ENFP ENTP ENTJ ISFP ISFJ ISTP ISTJ INTP INTJ ,맨 인 블랙 2,Men In Black II,https://movie.naver.com/movie/bi/mi/basic.nhn?code=32580,https://ssl.pstatic.net/imgmovie/mdi/mit110/0325/C2580-00.jpg,2002,배리 소넨펠드,"['토미 리 존스', '윌 스미스']",7.72
109,29,18153,ESFP ESTP ESTJ ENFP ENTP ENTJ ISFP ISFJ ISTP ISTJ INTP INTJ ,맨 인 블랙,Men In Black,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18153,https://ssl.pstatic.net/imgmovie/mdi/mit110/0181/18153_P32_104945.jpg,1997,배리 소넨펠드,"['토미 리 존스', '윌 스미스']",8.7
110,30,109193,ESFP ESTP ESTJ ENFP ENTP ENTJ ISFP ISTP ISTJ INFJ INTP INTJ ,드래곤 길들이기 3,How to Train Your Dragon: The Hidden World,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109193,https://ssl.pstatic.net/imgmovie/mdi/mit110/1091/109193_P21_103935.jpg,2019,딘 데블로이스,"['제이 바루첼', '케이트 블란쳇', '아메리카 페레라', 'F. 머레이 아브라함', '키트 해링턴', '크레이그 퍼거슨']",9.26
111,30,76020,ESFP ESTP ESTJ ENFP ENTP ENTJ ISFP ISTP ISTJ INFJ INTP INTJ ,드래곤 길들이기 2,How To Train Your Dragon 2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=76020,https://ssl.pstatic.net/imgmovie/mdi/mit110/0760/76020_P28_102724.jpg,2014,딘 데블로이스,"['제이 바루첼', '제라드 버틀러', '아메리카 페레라']",8.92
112,30,70457,ESFP ESTP ESTJ ENFP ENTP ENTJ ISFP ISTP ISTJ INFJ INTP INTJ ,드래곤 길들이기,How To Train Your Dragon,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70457,https://ssl.pstatic.net/imgmovie/mdi/mit110/0704/70457_P44_112419.jpg,2010,딘 데블로이스,"['제이 바루첼', '제라드 버틀러', '아메리카 페레라', '크레이그 퍼거슨', '조나 힐']",9.33
113,31,13172,ESFP ESFJ ESTP ENFP ISFP ISFJ ISTJ INFP INFJ INTP INTJ ,미녀와 야수,Beauty And The Beast,https://movie.naver.com/movie/bi/mi/basic.nhn?code=13172,https://ssl.pstatic.net/imgmovie/mdi/mit110/0131/13172_P129_150802.jpg,1991,게리 트러스데일,"['페이지 오하라', '로비 벤슨']",9.26
115,32,127378,ESFP ESFJ ESTP ENFP ENTP ENTJ ISFP ISFJ ISTP ISTJ ,아이스 에이지: 지구 대충돌,Ice Age: Collision Course,https://movie.naver.com/movie/bi/mi/basic.nhn?code=127378,https://ssl.pstatic.net/imgmovie/mdi/mit110/1273/127378_P24_115217.jpg,2016,마이크 트메이어,"['존 레귀자모', '제니퍼 로페즈', '아담 드바인', '레이 로마노', '제시 테일러 퍼거슨']",8.2
116,32,153475,ESFP ESFJ ESTP ENFP ENTP ENTJ ISFP ISFJ ISTP ISTJ ,아이스 에이지: 알 찾기 대소동,Ice Age: The Great Egg-Scapade,https://movie.naver.com/movie/bi/mi/basic.nhn?code=153475,https://ssl.pstatic.net/imgmovie/mdi/mit110/1534/153475_P01_155124.JPG,2016,리카르도 커티스,"['블레이크 앤더슨', '타이리 브라운']",6.75
117,32,134728,ESFP ESFJ ESTP ENFP ENTP ENTJ ISFP ISFJ ISTP ISTJ ,아이스 넥스트 투모로우,Age of Ice,https://movie.naver.com/movie/bi/mi/basic.nhn?code=134728,https://ssl.pstatic.net/imgmovie/mdi/mit110/1347/134728_P01_145925.jpg,2014,에밀 에드윈 스미스,"['줄스 하틀리', '바턴 번드']",2.79
120,32,82227,ESFP ESFJ ESTP ENFP ENTP ENTJ ISFP ISFJ ISTP ISTJ ,아이스 에이지 4: 대륙 이동설,Ice Age: Continental Drift,https://movie.naver.com/movie/bi/mi/basic.nhn?code=82227,https://ssl.pstatic.net/imgmovie/mdi/mit110/0822/82227_P38_135522.jpg,2012,스티브 마티노,"['존 레귀자모', '레이 로마노', '데니스 리어리', '퀸 라티파', '제니퍼 로페즈']",8.25
121,32,86308,ESFP ESFJ ESTP ENFP ENTP ENTJ ISFP ISFJ ISTP ISTJ ,넥스트 투모로우,2012: Ice Age,https://movie.naver.com/movie/bi/mi/basic.nhn?code=86308,https://ssl.pstatic.net/imgmovie/mdi/mit110/0863/86308_P08_115449.jpg,2011,트레비스 포트,"['패트릭 라비오티스', '줄리 맥컬러프', '션 코리', '세드릭 스콧', '제럴드 웹']",2.83
122,32,134829,ESFP ESFJ ESTP ENFP ENTP ENTJ ISFP ISFJ ISTP ISTJ ,아이스 에이지: 어 매머드 크리스마스,Ice Age: A Mammoth Christmas,https://movie.naver.com/movie/bi/mi/basic.nhn?code=134829,https://ssl.pstatic.net/imgmovie/mdi/mit110/1348/134829_P01_134858.jpg,2011,카렌 디셔,"['레이 로마노', '존 레귀자모', '데니스 리어리']",6.5
123,32,47494,ESFP ESFJ ESTP ENFP ENTP ENTJ ISFP ISFJ ISTP ISTJ ,아이스 에이지 3: 공룡시대,Ice Age: Dawn Of The Dinosaurs,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47494,https://ssl.pstatic.net/imgmovie/mdi/mit110/0474/47494_P00_120215.jpg,2008,카를로스 살다나,"['존 레귀자모', '데니스 리어리', '퀸 라티파', '레이 로마노', '크리스 웨지']",8.77
124,33,97692,ESFP ESFJ ESTP ENFP ENTP ENTJ ISFJ ISTP ISTJ INFJ ,쿵푸팬더3,Kung Fu Panda 3,https://movie.naver.com/movie/bi/mi/basic.nhn?code=97692,https://ssl.pstatic.net/imgmovie/mdi/mit110/0976/97692_P29_155613.jpg,2016,여인영,"['잭 블랙', '안젤리나 졸리', '성룡', '세스 로건', '루시 리우', '데이빗 크로스', '제임스 홍', '케이트 허드슨', '브라이언 크랜스톤', '더스틴 호프만', 'J.K. 시몬스']",8.63
125,33,160500,ESFP ESFJ ESTP ENFP ENTP ENTJ ISFJ ISTP ISTJ INFJ ,쿵푸팬더: 시크릿 오브 더 스크롤,Kung Fu Panda: Secrets of the Scroll,https://movie.naver.com/movie/bi/mi/basic.nhn?code=160500,https://ssl.pstatic.net/imgmovie/mdi/mit110/1605/160500_P01_183001.jpg,2016,로돌프 구에노덴,"['잭 블랙', '제임스 홍', '더스틴 호프만', '랜달 덕 김', '스티븐 키어린', '세스 로건']",7.0
126,33,73411,ESFP ESFJ ESTP ENFP ENTP ENTJ ISFJ ISTP ISTJ INFJ ,쿵푸 팬더 2,Kung Fu Panda 2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=73411,https://ssl.pstatic.net/imgmovie/mdi/mit110/0734/73411_P07_115408.jpg,2011,여인영,"['잭 블랙', '더스틴 호프만', '성룡', '안젤리나 졸리', '세스 로건', '루시 리우', '데이빗 크로스', '제임스 홍', '양자경', '장 끌로드 반담', '빅터 가버', '게리 올드만', '데니스 헤이스버트']",8.71
127,33,82204,ESFP ESFJ ESTP ENFP ENTP ENTJ ISFJ ISTP ISTJ INFJ ,쿵푸 팬더 홀리데이 스페셜,Kung Fu Panda Holiday Special,https://movie.naver.com/movie/bi/mi/basic.nhn?code=82204,https://ssl.pstatic.net/imgmovie/mdi/mit110/0822/82204_P01_170435.jpg,2010,팀 존슨,"['잭 블랙', '더스틴 호프만']",8.04
128,33,82207,ESFP ESFJ ESTP ENFP ENTP ENTJ ISFJ ISTP ISTJ INFJ ,쿵푸 팬더: 기막힌 전설,Kung Fu Panda: Legends Of Awesomeness,https://movie.naver.com/movie/bi/mi/basic.nhn?code=82207,https://ssl.pstatic.net/imgmovie/mdi/mit110/0822/82207_P01_104818.jpg,2010,레인 루라스,"['사이몬 헬버그', '월리스 쇼운']",8.7
129,33,62262,ESFP ESFJ ESTP ENFP ENTP ENTJ ISFJ ISTP ISTJ INFJ ,쿵푸 팬더,Kung Fu Panda,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62262,https://ssl.pstatic.net/imgmovie/mdi/mit110/0622/F2262-00.jpg,2008,마크 오스본,"['잭 블랙', '더스틴 호프만', '성룡', '루시 리우', '안젤리나 졸리', '이안 맥쉐인', '데이빗 크로스', '세스 로건']",9.02
130,33,76636,ESFP ESFJ ESTP ENFP ENTP ENTJ ISFJ ISTP ISTJ INFJ ,쿵푸 팬더: 다섯 용사의 비밀,Kung Fu Panda: Secrets Of The Furious Five,https://movie.naver.com/movie/bi/mi/basic.nhn?code=76636,https://ssl.pstatic.net/imgmovie/mdi/mit110/0766/76636_P01_165139.jpg,2008,라맨 허,"['잭 블랙', '더스틴 호프만']",8.97
131,34,45774,ESFP ESFJ ESTP ESTJ ENFP ENTJ ISFP ISFJ INFP ,하이 스쿨 뮤지컬: 졸업반,High School Musical 3: Senior Year,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45774,https://ssl.pstatic.net/imgmovie/mdi/mit110/0457/45774_P01_122945.jpg,2008,케니 오르테가,"['잭 에프론', '바네사 허진스', '애슐리 티스데일', '루카스 그래빌']",9.25
132,34,75196,ESFP ESFJ ESTP ESTJ ENFP ENTJ ISFP ISFJ INFP ,하이 스쿨 뮤지컬: 엘 데사피노,High School Musical: El Desafio,https://movie.naver.com/movie/bi/mi/basic.nhn?code=75196,https://ssl.pstatic.net/imgmovie/mdi/mit110/0751/75196_P00_114944.jpg,2008,호르헤 니스코,"['페르난도 덴테', '크리스토발 오렐라나']",7.73
133,34,67626,ESFP ESFJ ESTP ESTJ ENFP ENTJ ISFP ISFJ INFP ,하이 스쿨 뮤지컬 2,High School Musical 2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=67626,https://ssl.pstatic.net/imgmovie/mdi/mit110/0676/F7626-01.jpg,2007,케니 오르테가,"['잭 에프론', '바네사 허진스', '애슐리 티스데일', '루카스 그래빌', '코빈 블루', '모니크 콜맨']",8.84
134,34,67625,ESFP ESFJ ESTP ESTJ ENFP ENTJ ISFP ISFJ INFP ,하이 스쿨 뮤지컬,High School Musical,https://movie.naver.com/movie/bi/mi/basic.nhn?code=67625,https://ssl.pstatic.net/imgmovie/mdi/mit110/0676/F7625-01.jpg,2006,케니 오르테가,"['잭 에프론', '바네사 허진스']",8.71
135,37,13123,ESFP ESFJ ESTP ESTJ ENFP ENFJ ENTJ ISFP ISTP ISTJ INFP INFJ ,정글북,The Jungle Book,https://movie.naver.com/movie/bi/mi/basic.nhn?code=13123,https://ssl.pstatic.net/imgmovie/mdi/mit110/0131/A3123-01.jpg,1967,울프강 라이트만,"['필 해리스', '세바스찬 캐보트', '조지 샌더스', '스테링 할러웨이', 'J. 팻 오말리', '버나 펠턴', '클린트 하워드', '로드 팀 허드슨', '존 애봇', '벤 라이트', '달린 카']",8.81
137,38,184520,ESFP ESFJ ESTP ENFJ ISFJ ,키싱 부스 2,The Kissing Booth 2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=184520,https://ssl.pstatic.net/imgmovie/mdi/mit110/1845/184520_P01_105404.jpg,2020,빈스 마르셀로,"['조이 킹', '조엘 코트니', '제이콥 엘로디']",8.64
138,38,187355,ESFP ESFJ ESTP ENFJ ISFJ ,키싱 부스,The Kissing Booth,https://movie.naver.com/movie/bi/mi/basic.nhn?code=187355,https://ssl.pstatic.net/imgmovie/mdi/mit110/1873/187355_P01_104220.jpg,2018,빈스 마르셀로,"['조이 킹', '조엘 코트니', '제이콥 엘로디']",9.5
139,39,74309,ESFP ESTP ESTJ ENFP ENFJ ENTP ENTJ ISFJ ISTJ INFJ ,메가마인드,Megamind,https://movie.naver.com/movie/bi/mi/basic.nhn?code=74309,https://ssl.pstatic.net/imgmovie/mdi/mit110/0743/74309_P18_114041.jpg,2010,톰 맥그라스,"['윌 페렐', '티나 페이', '조나 힐', '브래드 피트', '김수로']",8.78
140,40,26679,ESFP ESTJ ENTJ ISFP ISTJ INFP INTP ,아메리칸 뷰티,American Beauty,https://movie.naver.com/movie/bi/mi/basic.nhn?code=26679,https://ssl.pstatic.net/imgmovie/mdi/mit110/0266/B6679-00.jpg,1999,샘 멘데스,"['케빈 스페이시', '아네트 베닝', '도라 버치', '웨스 벤틀리', '미나 수바리', '피터 갤러거', '앨리슨 제니']",9.01
141,41,67696,ESFP ESTP ENFJ ENTP ISFJ ISTJ INFP INTP ,코렐라인: 비밀의 문,Coraline,https://movie.naver.com/movie/bi/mi/basic.nhn?code=67696,https://ssl.pstatic.net/imgmovie/mdi/mit110/0676/F7696-00.jpg,2009,헨리 셀릭,"['다코타 패닝', '테리 해처']",9.15
142,42,156464,ESFP ISFJ ISTP INFJ INTP INTJ ,보헤미안 랩소디,Bohemian Rhapsody,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156464,https://ssl.pstatic.net/imgmovie/mdi/mit110/1564/156464_P49_182103.jpg,2018,브라이언 싱어,"['라미 말렉', '조셉 마젤로', '루시 보인턴', '벤 하디', '귈림 리']",9.42
143,43,76676,ESFP ESTJ ENTP ISFJ INTP ,바비의 공주와 거지,Barbie As The Princess And The Pauper,https://movie.naver.com/movie/bi/mi/basic.nhn?code=76676,https://ssl.pstatic.net/imgmovie/mdi/mit110/0766/76676_P02_115157.jpg,2004,윌리엄 로,"['켈리 쉐리던', '멜리사 라이온즈']",9.89
144,44,10259,ESFP ESFJ ESTP ESTJ ENFJ ENTP ISTP ISTJ INFP INFJ ,베스트 키드,The Karate Kid,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10259,https://ssl.pstatic.net/imgmovie/mdi/mit110/0102/A0259-01.jpg,1984,존 G. 아빌드센,"['랄프 마치오', '팻 모리타', '엘리자베스 슈']",7.71
145,45,32112,ESFP ESFJ ESTJ ENTP ISFP ISFJ INTJ ,몬스터 주식회사 3D,"Monsters, Inc.",https://movie.naver.com/movie/bi/mi/basic.nhn?code=32112,https://ssl.pstatic.net/imgmovie/mdi/mit110/0321/32112_P01_104425.jpg,2001,피트 닥터,"['존 굿맨', '빌리 크리스탈', '메리 깁스', '스티브 부세미', '제임스 코번', '제니퍼 틸리']",9.31
146,46,97816,ESFP ESFJ ESTP ESTJ ENFP ENFJ ENTP ENTJ ISFP ISFJ ISTP ISTJ INFP INFJ INTP ,호빗: 다섯 군대 전투,The Hobbit: The Battle of the Five Armies,https://movie.naver.com/movie/bi/mi/basic.nhn?code=97816,https://ssl.pstatic.net/imgmovie/mdi/mit110/0978/97816_P15_141830.JPG,2014,피터 잭슨,"['마틴 프리먼', '이안 맥켈런', '리처드 아미티지']",8.5
147,46,74566,ESFP ESFJ ESTP ESTJ ENFP ENFJ ENTP ENTJ ISFP ISFJ ISTP ISTJ INFP INFJ INTP ,호빗 : 스마우그의 폐허,The Hobbit : The Desolation of Smaug,https://movie.naver.com/movie/bi/mi/basic.nhn?code=74566,https://ssl.pstatic.net/imgmovie/mdi/mit110/0745/74566_P20_140054.jpg,2013,피터 잭슨,"['휴고 위빙', '마틴 프리먼', '루크 에반스', '베네딕트 컴버배치', '이안 맥켈런', '리처드 아미티지', '케이트 블란쳇', '올랜도 블룸', '앤디 서키스', '크리스토퍼 리', '에반젤린 릴리']",8.49
148,46,68073,ESFP ESFJ ESTP ESTJ ENFP ENFJ ENTP ENTJ ISFP ISFJ ISTP ISTJ INFP INFJ INTP ,호빗 : 뜻밖의 여정,The Hobbit: An Unexpected Journey,https://movie.naver.com/movie/bi/mi/basic.nhn?code=68073,https://ssl.pstatic.net/imgmovie/mdi/mit110/0680/68073_P77_163654.jpg,2012,피터 잭슨,"['마틴 프리먼', '이안 맥켈런', '리처드 아미티지']",8.42
150,47,187321,ESFP ENFJ ENTP ISFJ ISTJ INFJ ,1917,1917,https://movie.naver.com/movie/bi/mi/basic.nhn?code=187321,https://ssl.pstatic.net/imgmovie/mdi/mit110/1873/187321_P25_153842.jpg,2019,샘 멘데스,"['조지 맥케이', '딘-찰스 채프먼']",8.89
151,48,88461,ESFP ESTJ ENFJ ISFJ ISTP ,위대한 개츠비,The Great Gatsby,https://movie.naver.com/movie/bi/mi/basic.nhn?code=88461,https://ssl.pstatic.net/imgmovie/mdi/mit110/0884/88461_P29_154229.jpg,2013,바즈 루어만,"['레오나르도 디카프리오', '캐리 멀리건', '조엘 에저튼', '아일라 피셔', '토비 맥과이어']",8.46
152,49,18933,ESFP ESTJ ISFP ISFJ ISTJ ,록키 호러 픽쳐 쇼,The Rocky Horror Picture Show,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18933,https://ssl.pstatic.net/imgmovie/mdi/mit110/0189/18933_P25_163612.jpg,1975,짐 셔먼,"['팀 커리', '수잔 서랜든', '베리 보스트윅', '리처드 오브라이언', '패트리시아 퀸', '넬 캠벨', '조나단 애덤스', '미트 로프', '찰스 그레이', '피터 힌우드']",8.56
153,50,159893,ESFP ESFJ ESTP ESTJ ENFP ENFJ ENTJ ISTJ INTP INTJ ,킹스맨: 퍼스트 에이전트,The King's Man,https://movie.naver.com/movie/bi/mi/basic.nhn?code=159893,https://ssl.pstatic.net/imgmovie/mdi/mit110/1598/159893_P18_163526.jpg,2020,매튜 본,"['랄프 파인즈', '해리스 딕킨슨']",8.07
154,50,149747,ESFP ESFJ ESTP ESTJ ENFP ENFJ ENTJ ISTJ INTP INTJ ,킹스맨: 골든 서클,Kingsman: The Golden Circle,https://movie.naver.com/movie/bi/mi/basic.nhn?code=149747,https://ssl.pstatic.net/imgmovie/mdi/mit110/1497/149747_P67_150940.jpg,2017,매튜 본,"['태런 에저튼', '줄리안 무어', '콜린 퍼스']",8.36
155,50,114249,ESFP ESFJ ESTP ESTJ ENFP ENFJ ENTJ ISTJ INTP INTJ ,킹스맨 : 시크릿 에이전트,Kingsman: The Secret Service,https://movie.naver.com/movie/bi/mi/basic.nhn?code=114249,https://ssl.pstatic.net/imgmovie/mdi/mit110/1142/114249_P62_111022.jpg,2015,매튜 본,"['콜린 퍼스', '태런 에저튼', '사무엘 L. 잭슨']",8.82
156,51,143402,ESFP ESTP ESTJ ISFP ISTJ ,베이비 드라이버,Baby Driver,https://movie.naver.com/movie/bi/mi/basic.nhn?code=143402,https://ssl.pstatic.net/imgmovie/mdi/mit110/1434/143402_P04_104703.jpg,2017,에드가 라이트,"['릴리 제임스', '안셀 엘고트', '제이미 폭스', '존 햄', '케빈 스페이시', '에이사 곤살레스']",7.98
